job_id,job_title,company,location,experience,education,salary,job_type,skill,skill_category
JOB09211,Data Analyst,NextGen Systems,Remote,2-4 years,B.E.,12-15 LPA,Contract,power bi,Data Analytics
JOB09211,Data Analyst,NextGen Systems,Remote,2-4 years,B.E.,12-15 LPA,Contract,tableau,Data Analytics
JOB09211,Data Analyst,NextGen Systems,Remote,2-4 years,B.E.,12-15 LPA,Contract,excel,Data Analytics
JOB09211,Data Analyst,NextGen Systems,Remote,2-4 years,B.E.,12-15 LPA,Contract,pandas,Data Science
JOB05023,Data Analyst,TechNova Solutions,"Chennai, India",5-8 years,Master's Degree,5-7 LPA,Contract,python,Programming
JOB05023,Data Analyst,TechNova Solutions,"Chennai, India",5-8 years,Master's Degree,5-7 LPA,Contract,sql,Database
JOB05023,Data Analyst,TechNova Solutions,"Chennai, India",5-8 years,Master's Degree,5-7 LPA,Contract,power bi,Data Analytics
JOB05023,Data Analyst,TechNova Solutions,"Chennai, India",5-8 years,Master's Degree,5-7 LPA,Contract,tableau,Data Analytics
JOB05023,Data Analyst,TechNova Solutions,"Chennai, India",5-8 years,Master's Degree,5-7 LPA,Contract,pandas,Data Science
JOB07924,QA Engineer,NexaWorks,"Noida, India",2-4 years,B.Tech,5-9 LPA,Full-time,python,Programming
JOB07924,QA Engineer,NexaWorks,"Noida, India",2-4 years,B.Tech,5-9 LPA,Full-time,java,Programming
JOB07924,QA Engineer,NexaWorks,"Noida, India",2-4 years,B.Tech,5-9 LPA,Full-time,sql,Database
JOB07924,QA Engineer,NexaWorks,"Noida, India",2-4 years,B.Tech,5-9 LPA,Full-time,git,Version Control
JOB04476,Business Analyst,Apex Solutions,"Mumbai, India",3-5 years,Bachelor's Degree,11-14 LPA,Full-time,sql,Database
JOB04476,Business Analyst,Apex Solutions,"Mumbai, India",3-5 years,Bachelor's Degree,11-14 LPA,Full-time,power bi,Data Analytics
JOB04476,Business Analyst,Apex Solutions,"Mumbai, India",3-5 years,Bachelor's Degree,11-14 LPA,Full-time,tableau,Data Analytics
JOB04476,Business Analyst,Apex Solutions,"Mumbai, India",3-5 years,Bachelor's Degree,11-14 LPA,Full-time,excel,Data Analytics
JOB06709,Data Analyst,FinEdge Technologies,"Bangalore, India",5-8 years,B.Tech,12-17 LPA,Full-time,python,Programming
JOB06709,Data Analyst,FinEdge Technologies,"Bangalore, India",5-8 years,B.Tech,12-17 LPA,Full-time,sql,Database
JOB06709,Data Analyst,FinEdge Technologies,"Bangalore, India",5-8 years,B.Tech,12-17 LPA,Full-time,power bi,Data Analytics
JOB06709,Data Analyst,FinEdge Technologies,"Bangalore, India",5-8 years,B.Tech,12-17 LPA,Full-time,excel,Data Analytics
JOB00108,Data Analyst,Quantix Technologies,Remote,5-8 years,B.Tech/M.Tech,12-16 LPA,Contract,power bi,Data Analytics
JOB00108,Data Analyst,Quantix Technologies,Remote,5-8 years,B.Tech/M.Tech,12-16 LPA,Contract,tableau,Data Analytics
JOB00108,Data Analyst,Quantix Technologies,Remote,5-8 years,B.Tech/M.Tech,12-16 LPA,Contract,pandas,Data Science
JOB03320,Software Engineer,BlueOrbit Software,"Hyderabad, India",2-4 years,B.E.,7-12 LPA,Internship,sql,Database
JOB03320,Software Engineer,BlueOrbit Software,"Hyderabad, India",2-4 years,B.E.,7-12 LPA,Internship,docker,DevOps
JOB03320,Software Engineer,BlueOrbit Software,"Hyderabad, India",2-4 years,B.E.,7-12 LPA,Internship,git,Version Control
JOB05658,DevOps Engineer,NexaWorks,"Noida, India",1-3 years,Master's Degree,8-13 LPA,Contract,docker,DevOps
JOB05658,DevOps Engineer,NexaWorks,"Noida, India",1-3 years,Master's Degree,8-13 LPA,Contract,kubernetes,DevOps
JOB05658,DevOps Engineer,NexaWorks,"Noida, India",1-3 years,Master's Degree,8-13 LPA,Contract,git,Version Control
JOB08791,Business Analyst,DataBridge Analytics,"Delhi, India",0-2 years,Bachelor's Degree,4-6 LPA,Full-time,sql,Database
JOB08791,Business Analyst,DataBridge Analytics,"Delhi, India",0-2 years,Bachelor's Degree,4-6 LPA,Full-time,tableau,Data Analytics
JOB08791,Business Analyst,DataBridge Analytics,"Delhi, India",0-2 years,Bachelor's Degree,4-6 LPA,Full-time,excel,Data Analytics
JOB03606,Data Scientist,Vertex Digital,"Delhi, India",3-5 years,B.Tech,8-13 LPA,Full-time,sql,Database
JOB03606,Data Scientist,Vertex Digital,"Delhi, India",3-5 years,B.Tech,8-13 LPA,Full-time,pandas,Data Science
JOB03606,Data Scientist,Vertex Digital,"Delhi, India",3-5 years,B.Tech,8-13 LPA,Full-time,numpy,Data Science
JOB03606,Data Scientist,Vertex Digital,"Delhi, India",3-5 years,B.Tech,8-13 LPA,Full-time,aws,Cloud
JOB06283,Machine Learning Engineer,Vertex Digital,"Delhi, India",1-3 years,B.Tech/M.Tech,10-14 LPA,Full-time,python,Programming
JOB06283,Machine Learning Engineer,Vertex Digital,"Delhi, India",1-3 years,B.Tech/M.Tech,10-14 LPA,Full-time,tensorflow,Machine Learning
JOB06283,Machine Learning Engineer,Vertex Digital,"Delhi, India",1-3 years,B.Tech/M.Tech,10-14 LPA,Full-time,aws,Cloud
JOB02517,Data Analyst,Quantix Technologies,"Delhi, India",5-8 years,Master's Degree,11-16 LPA,Full-time,python,Programming
JOB02517,Data Analyst,Quantix Technologies,"Delhi, India",5-8 years,Master's Degree,11-16 LPA,Full-time,sql,Database
JOB02517,Data Analyst,Quantix Technologies,"Delhi, India",5-8 years,Master's Degree,11-16 LPA,Full-time,power bi,Data Analytics
JOB02517,Data Analyst,Quantix Technologies,"Delhi, India",5-8 years,Master's Degree,11-16 LPA,Full-time,tableau,Data Analytics
JOB02517,Data Analyst,Quantix Technologies,"Delhi, India",5-8 years,Master's Degree,11-16 LPA,Full-time,pandas,Data Science
JOB00501,QA Engineer,NexaWorks,"Gwalior, India",0-2 years,Bachelor's Degree,6-11 LPA,Full-time,sql,Database
JOB08794,DevOps Engineer,FinEdge Technologies,"Bangalore, India",5-8 years,Master's Degree,7-12 LPA,Full-time,docker,DevOps
JOB08794,DevOps Engineer,FinEdge Technologies,"Bangalore, India",5-8 years,Master's Degree,7-12 LPA,Full-time,git,Version Control
JOB01922,DevOps Engineer,Quantix Technologies,"Hyderabad, India",1-3 years,B.E.,8-10 LPA,Internship,aws,Cloud
JOB01922,DevOps Engineer,Quantix Technologies,"Hyderabad, India",1-3 years,B.E.,8-10 LPA,Internship,docker,DevOps
JOB04302,QA Engineer,Apex Solutions,"Gurgaon, India",5-8 years,Bachelor's Degree,6-11 LPA,Full-time,sql,Database
JOB09113,Cloud Engineer,Apex Solutions,"Gurgaon, India",3-5 years,Bachelor's Degree,12-15 LPA,Internship,aws,Cloud
JOB09113,Cloud Engineer,Apex Solutions,"Gurgaon, India",3-5 years,Bachelor's Degree,12-15 LPA,Internship,docker,DevOps
JOB09113,Cloud Engineer,Apex Solutions,"Gurgaon, India",3-5 years,Bachelor's Degree,12-15 LPA,Internship,kubernetes,DevOps
JOB09728,Business Analyst,InnovateLabs,"Delhi, India",2-4 years,B.Tech/M.Tech,9-11 LPA,Contract,sql,Database
JOB09728,Business Analyst,InnovateLabs,"Delhi, India",2-4 years,B.Tech/M.Tech,9-11 LPA,Contract,power bi,Data Analytics
JOB09728,Business Analyst,InnovateLabs,"Delhi, India",2-4 years,B.Tech/M.Tech,9-11 LPA,Contract,tableau,Data Analytics
JOB09728,Business Analyst,InnovateLabs,"Delhi, India",2-4 years,B.Tech/M.Tech,9-11 LPA,Contract,excel,Data Analytics
JOB06272,Business Analyst,BlueOrbit Software,"Bangalore, India",5-8 years,Master's Degree,8-13 LPA,Full-time,sql,Database
JOB06272,Business Analyst,BlueOrbit Software,"Bangalore, India",5-8 years,Master's Degree,8-13 LPA,Full-time,power bi,Data Analytics
JOB06272,Business Analyst,BlueOrbit Software,"Bangalore, India",5-8 years,Master's Degree,8-13 LPA,Full-time,tableau,Data Analytics
JOB06272,Business Analyst,BlueOrbit Software,"Bangalore, India",5-8 years,Master's Degree,8-13 LPA,Full-time,excel,Data Analytics
JOB04443,Cloud Engineer,FinEdge Technologies,"Bangalore, India",1-3 years,Bachelor's Degree,9-13 LPA,Full-time,python,Programming
JOB04443,Cloud Engineer,FinEdge Technologies,"Bangalore, India",1-3 years,Bachelor's Degree,9-13 LPA,Full-time,azure,Cloud
JOB06729,Cloud Engineer,Quantix Technologies,Remote,0-2 years,B.Tech,3-6 LPA,Full-time,python,Programming
JOB06729,Cloud Engineer,Quantix Technologies,Remote,0-2 years,B.Tech,3-6 LPA,Full-time,aws,Cloud
JOB06729,Cloud Engineer,Quantix Technologies,Remote,0-2 years,B.Tech,3-6 LPA,Full-time,kubernetes,DevOps
JOB04534,Data Scientist,TechNova Solutions,"Gwalior, India",3-5 years,Bachelor's Degree,9-11 LPA,Full-time,python,Programming
JOB04534,Data Scientist,TechNova Solutions,"Gwalior, India",3-5 years,Bachelor's Degree,9-11 LPA,Full-time,sql,Database
JOB04534,Data Scientist,TechNova Solutions,"Gwalior, India",3-5 years,Bachelor's Degree,9-11 LPA,Full-time,numpy,Data Science
JOB04534,Data Scientist,TechNova Solutions,"Gwalior, India",3-5 years,Bachelor's Degree,9-11 LPA,Full-time,aws,Cloud
JOB00034,Data Analyst,Quantix Technologies,"Noida, India",5-8 years,B.E.,9-14 LPA,Full-time,python,Programming
JOB00034,Data Analyst,Quantix Technologies,"Noida, India",5-8 years,B.E.,9-14 LPA,Full-time,sql,Database
JOB00034,Data Analyst,Quantix Technologies,"Noida, India",5-8 years,B.E.,9-14 LPA,Full-time,tableau,Data Analytics
JOB00034,Data Analyst,Quantix Technologies,"Noida, India",5-8 years,B.E.,9-14 LPA,Full-time,excel,Data Analytics
JOB00034,Data Analyst,Quantix Technologies,"Noida, India",5-8 years,B.E.,9-14 LPA,Full-time,pandas,Data Science
JOB09850,Cloud Engineer,CodeCraft India,"Pune, India",5-8 years,Master's Degree,11-16 LPA,Full-time,python,Programming
JOB09850,Cloud Engineer,CodeCraft India,"Pune, India",5-8 years,Master's Degree,11-16 LPA,Full-time,aws,Cloud
JOB09850,Cloud Engineer,CodeCraft India,"Pune, India",5-8 years,Master's Degree,11-16 LPA,Full-time,azure,Cloud
JOB09850,Cloud Engineer,CodeCraft India,"Pune, India",5-8 years,Master's Degree,11-16 LPA,Full-time,docker,DevOps
JOB04429,Data Scientist,NextGen Systems,"Pune, India",1-3 years,Master's Degree,11-15 LPA,Full-time,python,Programming
JOB04429,Data Scientist,NextGen Systems,"Pune, India",1-3 years,Master's Degree,11-15 LPA,Full-time,sql,Database
JOB04429,Data Scientist,NextGen Systems,"Pune, India",1-3 years,Master's Degree,11-15 LPA,Full-time,pandas,Data Science
JOB04429,Data Scientist,NextGen Systems,"Pune, India",1-3 years,Master's Degree,11-15 LPA,Full-time,numpy,Data Science
JOB04429,Data Scientist,NextGen Systems,"Pune, India",1-3 years,Master's Degree,11-15 LPA,Full-time,aws,Cloud
JOB00569,QA Engineer,NextGen Systems,"Delhi, India",0-2 years,B.Tech,6-8 LPA,Full-time,python,Programming
JOB00569,QA Engineer,NextGen Systems,"Delhi, India",0-2 years,B.Tech,6-8 LPA,Full-time,git,Version Control
JOB01510,Data Analyst,CodeCraft India,Remote,1-3 years,B.Tech,12-14 LPA,Full-time,python,Programming
JOB01510,Data Analyst,CodeCraft India,Remote,1-3 years,B.Tech,12-14 LPA,Full-time,sql,Database
JOB01510,Data Analyst,CodeCraft India,Remote,1-3 years,B.Tech,12-14 LPA,Full-time,tableau,Data Analytics
JOB01510,Data Analyst,CodeCraft India,Remote,1-3 years,B.Tech,12-14 LPA,Full-time,pandas,Data Science
JOB07788,Backend Developer,InnovateLabs,"Pune, India",1-3 years,B.E.,10-14 LPA,Contract,python,Programming
JOB07788,Backend Developer,InnovateLabs,"Pune, India",1-3 years,B.E.,10-14 LPA,Contract,java,Programming
JOB07788,Backend Developer,InnovateLabs,"Pune, India",1-3 years,B.E.,10-14 LPA,Contract,sql,Database
JOB07788,Backend Developer,InnovateLabs,"Pune, India",1-3 years,B.E.,10-14 LPA,Contract,docker,DevOps
JOB00304,Software Engineer,Quantix Technologies,"Gurgaon, India",0-2 years,Bachelor's Degree,5-8 LPA,Internship,python,Programming
JOB00304,Software Engineer,Quantix Technologies,"Gurgaon, India",0-2 years,Bachelor's Degree,5-8 LPA,Internship,sql,Database
JOB00304,Software Engineer,Quantix Technologies,"Gurgaon, India",0-2 years,Bachelor's Degree,5-8 LPA,Internship,docker,DevOps
JOB00304,Software Engineer,Quantix Technologies,"Gurgaon, India",0-2 years,Bachelor's Degree,5-8 LPA,Internship,git,Version Control
JOB07549,Software Engineer,CodeCraft India,Remote,0-2 years,Bachelor's Degree,5-7 LPA,Full-time,python,Programming
JOB07549,Software Engineer,CodeCraft India,Remote,0-2 years,Bachelor's Degree,5-7 LPA,Full-time,java,Programming
JOB07549,Software Engineer,CodeCraft India,Remote,0-2 years,Bachelor's Degree,5-7 LPA,Full-time,sql,Database
JOB07549,Software Engineer,CodeCraft India,Remote,0-2 years,Bachelor's Degree,5-7 LPA,Full-time,docker,DevOps
JOB05530,Backend Developer,Apex Solutions,"Pune, India",3-5 years,Master's Degree,9-12 LPA,Full-time,python,Programming
JOB05530,Backend Developer,Apex Solutions,"Pune, India",3-5 years,Master's Degree,9-12 LPA,Full-time,sql,Database
JOB05530,Backend Developer,Apex Solutions,"Pune, India",3-5 years,Master's Degree,9-12 LPA,Full-time,docker,DevOps
JOB01122,Data Scientist,NexaWorks,Remote,2-4 years,Bachelor's Degree,10-14 LPA,Part-time,python,Programming
JOB01122,Data Scientist,NexaWorks,Remote,2-4 years,Bachelor's Degree,10-14 LPA,Part-time,sql,Database
JOB01122,Data Scientist,NexaWorks,Remote,2-4 years,Bachelor's Degree,10-14 LPA,Part-time,numpy,Data Science
JOB01122,Data Scientist,NexaWorks,Remote,2-4 years,Bachelor's Degree,10-14 LPA,Part-time,aws,Cloud
JOB05205,QA Engineer,CloudSphere,"Delhi, India",3-5 years,Bachelor's Degree,6-9 LPA,Full-time,python,Programming
JOB05205,QA Engineer,CloudSphere,"Delhi, India",3-5 years,Bachelor's Degree,6-9 LPA,Full-time,java,Programming
JOB05205,QA Engineer,CloudSphere,"Delhi, India",3-5 years,Bachelor's Degree,6-9 LPA,Full-time,sql,Database
JOB07289,Software Engineer,DataBridge Analytics,"Noida, India",0-2 years,Master's Degree,5-7 LPA,Contract,python,Programming
JOB07289,Software Engineer,DataBridge Analytics,"Noida, India",0-2 years,Master's Degree,5-7 LPA,Contract,java,Programming
JOB07289,Software Engineer,DataBridge Analytics,"Noida, India",0-2 years,Master's Degree,5-7 LPA,Contract,sql,Database
JOB07289,Software Engineer,DataBridge Analytics,"Noida, India",0-2 years,Master's Degree,5-7 LPA,Contract,docker,DevOps
JOB07289,Software Engineer,DataBridge Analytics,"Noida, India",0-2 years,Master's Degree,5-7 LPA,Contract,git,Version Control
JOB05909,Backend Developer,BlueOrbit Software,"Gwalior, India",3-5 years,B.E.,5-9 LPA,Full-time,python,Programming
JOB05909,Backend Developer,BlueOrbit Software,"Gwalior, India",3-5 years,B.E.,5-9 LPA,Full-time,java,Programming
JOB05909,Backend Developer,BlueOrbit Software,"Gwalior, India",3-5 years,B.E.,5-9 LPA,Full-time,sql,Database
JOB05909,Backend Developer,BlueOrbit Software,"Gwalior, India",3-5 years,B.E.,5-9 LPA,Full-time,postgresql,Database
JOB09842,Software Engineer,NextGen Systems,"Hyderabad, India",0-2 years,B.E.,4-6 LPA,Full-time,java,Programming
JOB09842,Software Engineer,NextGen Systems,"Hyderabad, India",0-2 years,B.E.,4-6 LPA,Full-time,sql,Database
JOB09842,Software Engineer,NextGen Systems,"Hyderabad, India",0-2 years,B.E.,4-6 LPA,Full-time,docker,DevOps
JOB09842,Software Engineer,NextGen Systems,"Hyderabad, India",0-2 years,B.E.,4-6 LPA,Full-time,git,Version Control
JOB02376,Cloud Engineer,Apex Solutions,"Gurgaon, India",3-5 years,B.Tech/M.Tech,11-15 LPA,Full-time,aws,Cloud
JOB02376,Cloud Engineer,Apex Solutions,"Gurgaon, India",3-5 years,B.Tech/M.Tech,11-15 LPA,Full-time,azure,Cloud
JOB02376,Cloud Engineer,Apex Solutions,"Gurgaon, India",3-5 years,B.Tech/M.Tech,11-15 LPA,Full-time,docker,DevOps
JOB02376,Cloud Engineer,Apex Solutions,"Gurgaon, India",3-5 years,B.Tech/M.Tech,11-15 LPA,Full-time,kubernetes,DevOps
JOB02448,Software Engineer,FinEdge Technologies,Remote,2-4 years,Bachelor's Degree,12-17 LPA,Full-time,python,Programming
JOB02448,Software Engineer,FinEdge Technologies,Remote,2-4 years,Bachelor's Degree,12-17 LPA,Full-time,java,Programming
JOB02448,Software Engineer,FinEdge Technologies,Remote,2-4 years,Bachelor's Degree,12-17 LPA,Full-time,sql,Database
JOB02448,Software Engineer,FinEdge Technologies,Remote,2-4 years,Bachelor's Degree,12-17 LPA,Full-time,docker,DevOps
JOB02448,Software Engineer,FinEdge Technologies,Remote,2-4 years,Bachelor's Degree,12-17 LPA,Full-time,git,Version Control
JOB05454,Data Scientist,Apex Solutions,"Chennai, India",1-3 years,B.Tech,9-11 LPA,Contract,python,Programming
JOB05454,Data Scientist,Apex Solutions,"Chennai, India",1-3 years,B.Tech,9-11 LPA,Contract,sql,Database
JOB05454,Data Scientist,Apex Solutions,"Chennai, India",1-3 years,B.Tech,9-11 LPA,Contract,pandas,Data Science
JOB05454,Data Scientist,Apex Solutions,"Chennai, India",1-3 years,B.Tech,9-11 LPA,Contract,numpy,Data Science
JOB05454,Data Scientist,Apex Solutions,"Chennai, India",1-3 years,B.Tech,9-11 LPA,Contract,aws,Cloud
JOB00316,Software Engineer,Quantix Technologies,"Gwalior, India",5-8 years,B.E.,11-16 LPA,Contract,python,Programming
JOB00316,Software Engineer,Quantix Technologies,"Gwalior, India",5-8 years,B.E.,11-16 LPA,Contract,java,Programming
JOB00316,Software Engineer,Quantix Technologies,"Gwalior, India",5-8 years,B.E.,11-16 LPA,Contract,sql,Database
JOB00316,Software Engineer,Quantix Technologies,"Gwalior, India",5-8 years,B.E.,11-16 LPA,Contract,docker,DevOps
JOB08616,DevOps Engineer,Quantix Technologies,"Mumbai, India",2-4 years,Master's Degree,8-12 LPA,Full-time,aws,Cloud
JOB08616,DevOps Engineer,Quantix Technologies,"Mumbai, India",2-4 years,Master's Degree,8-12 LPA,Full-time,kubernetes,DevOps
JOB08616,DevOps Engineer,Quantix Technologies,"Mumbai, India",2-4 years,Master's Degree,8-12 LPA,Full-time,git,Version Control
JOB03527,Cloud Engineer,TechNova Solutions,Remote,1-3 years,Master's Degree,5-7 LPA,Contract,python,Programming
JOB03527,Cloud Engineer,TechNova Solutions,Remote,1-3 years,Master's Degree,5-7 LPA,Contract,aws,Cloud
JOB03527,Cloud Engineer,TechNova Solutions,Remote,1-3 years,Master's Degree,5-7 LPA,Contract,azure,Cloud
JOB03527,Cloud Engineer,TechNova Solutions,Remote,1-3 years,Master's Degree,5-7 LPA,Contract,kubernetes,DevOps
JOB05548,Cloud Engineer,BlueOrbit Software,"Gwalior, India",2-4 years,B.Tech,6-11 LPA,Full-time,python,Programming
JOB05548,Cloud Engineer,BlueOrbit Software,"Gwalior, India",2-4 years,B.Tech,6-11 LPA,Full-time,aws,Cloud
JOB05548,Cloud Engineer,BlueOrbit Software,"Gwalior, India",2-4 years,B.Tech,6-11 LPA,Full-time,kubernetes,DevOps
JOB08053,DevOps Engineer,NexaWorks,"Mumbai, India",2-4 years,Master's Degree,8-10 LPA,Contract,docker,DevOps
JOB08053,DevOps Engineer,NexaWorks,"Mumbai, India",2-4 years,Master's Degree,8-10 LPA,Contract,git,Version Control
JOB00097,Cloud Engineer,FinEdge Technologies,"Hyderabad, India",5-8 years,B.Tech/M.Tech,9-12 LPA,Full-time,python,Programming
JOB00097,Cloud Engineer,FinEdge Technologies,"Hyderabad, India",5-8 years,B.Tech/M.Tech,9-12 LPA,Full-time,aws,Cloud
JOB00097,Cloud Engineer,FinEdge Technologies,"Hyderabad, India",5-8 years,B.Tech/M.Tech,9-12 LPA,Full-time,azure,Cloud
JOB00097,Cloud Engineer,FinEdge Technologies,"Hyderabad, India",5-8 years,B.Tech/M.Tech,9-12 LPA,Full-time,kubernetes,DevOps
JOB07530,Backend Developer,InnovateLabs,"Pune, India",3-5 years,Bachelor's Degree,9-13 LPA,Full-time,python,Programming
JOB07530,Backend Developer,InnovateLabs,"Pune, India",3-5 years,Bachelor's Degree,9-13 LPA,Full-time,java,Programming
JOB07530,Backend Developer,InnovateLabs,"Pune, India",3-5 years,Bachelor's Degree,9-13 LPA,Full-time,sql,Database
JOB07530,Backend Developer,InnovateLabs,"Pune, India",3-5 years,Bachelor's Degree,9-13 LPA,Full-time,postgresql,Database
JOB07530,Backend Developer,InnovateLabs,"Pune, India",3-5 years,Bachelor's Degree,9-13 LPA,Full-time,docker,DevOps
JOB01057,QA Engineer,CloudSphere,"Delhi, India",0-2 years,Master's Degree,5-7 LPA,Part-time,java,Programming
JOB01057,QA Engineer,CloudSphere,"Delhi, India",0-2 years,Master's Degree,5-7 LPA,Part-time,sql,Database
JOB01057,QA Engineer,CloudSphere,"Delhi, India",0-2 years,Master's Degree,5-7 LPA,Part-time,git,Version Control
JOB09677,Backend Developer,Quantix Technologies,Remote,3-5 years,Master's Degree,6-11 LPA,Full-time,python,Programming
JOB09677,Backend Developer,Quantix Technologies,Remote,3-5 years,Master's Degree,6-11 LPA,Full-time,sql,Database
JOB09677,Backend Developer,Quantix Technologies,Remote,3-5 years,Master's Degree,6-11 LPA,Full-time,docker,DevOps
JOB08569,Software Engineer,Apex Solutions,"Mumbai, India",1-3 years,Master's Degree,5-9 LPA,Internship,java,Programming
JOB08569,Software Engineer,Apex Solutions,"Mumbai, India",1-3 years,Master's Degree,5-9 LPA,Internship,sql,Database
JOB08569,Software Engineer,Apex Solutions,"Mumbai, India",1-3 years,Master's Degree,5-9 LPA,Internship,docker,DevOps
JOB08569,Software Engineer,Apex Solutions,"Mumbai, India",1-3 years,Master's Degree,5-9 LPA,Internship,git,Version Control
JOB03820,Cloud Engineer,Quantix Technologies,"Bangalore, India",0-2 years,B.Tech/M.Tech,3-6 LPA,Contract,aws,Cloud
